Source,Target,Action,Mediator,Immune_Process
T_reg,B,Positive,IL10,"[' Anti-inflammatory', ' Immunosuppression', ' Tolerance', 'Chronic antigen stimulation', 'Class switching']"
T_reg,DC,Negative,IL10,"[' Anti-inflammatory', ' Immunosuppression', ' Tolerance', 'Chronic antigen stimulation']"
T_reg,Eosinophil,Positive,TGFb,"[' Anti-inflammatory', ' Tolerance', 'Immunosuppression', 'nan']"
T_reg,Macrophage,Negative,IL10,"[' Anti-inflammatory', ' Immunosuppression', ' Tolerance', 'Chronic antigen stimulation']"
T_reg,Macrophage,Negative,TGFb,"[' Anti-inflammatory', ' Tolerance', 'Immunosuppression', 'nan']"
T_reg,Mast,Positive,IL10,"[' Anti-inflammatory', ' Immunosuppression', ' Tolerance', 'Chronic antigen stimulation', 'nan']"
T_reg,Neutrophil,Positive,TGFb,"[' Anti-inflammatory', ' Tolerance', 'Immunosuppression', 'nan']"
T_reg,T_CD4,Negative,IL10,"[' Anti-inflammatory', ' Immunosuppression', ' Tolerance', 'Chronic antigen stimulation', 'Immunosuppression']"
T_reg,T_CD4,Negative,IL35,['Immunosuppression']
T_reg,T_CD4,Negative,TGFb,"[' Anti-inflammatory', ' Tolerance', 'Immunosuppression']"
T_reg,T_CD8_memory,Positive,TGFb,"[' Anti-inflammatory', ' Tolerance', 'Immunosuppression', 'nan']"
T_reg,T_reg,Positive,IL10,"[' Anti-inflammatory', ' Immunosuppression', ' Tolerance', 'Chronic antigen stimulation', 'Tolerance']"
T_reg,T_reg,Positive,TGFb,"[' Anti-inflammatory', ' Tolerance', 'Immunosuppression']"
T_reg,Th1,Negative,TGFb,"[' Anti-inflammatory', ' Tolerance', 'Immunosuppression']"
T_reg,Th2,Negative,TGFb,"[' Anti-inflammatory', ' Tolerance', 'Immunosuppression']"
Tfh,B,Positive,IL21,"[' Antibody production', ' Class switching', 'Antibody production', 'Class switching']"
Tfh,B,Positive,IL4,"[' Antibody production', ' Antiparasitic', ' Type 2', 'Class switching', 'nan']"
Tfh,B,Positive,IL6,"[' Antibody production', 'Antibody production', 'Class switching']"
Tfh,Basophil,Positive,IL4,"[' Antibody production', ' Antiparasitic', ' Type 2', 'Antiparasitic', 'Class switching']"
Tfh,DC,Positive,IFNg,"[' Antibody production', ' Type 1', 'Antigen presentation', 'Class switching']"
Tfh,Endothelial,Positive,IFNg,"[' Antibody production', ' Type 1', 'Class switching', 'Inflammation']"
Tfh,Endothelial,Positive,IL17A,"[' Class switching', 'Inflammation', 'Type 3']"
Tfh,Eosinophil,Positive,TGFb,"['Antibody production', 'nan']"
Tfh,Epithelial,Positive,IFNg,"[' Antibody production', ' Type 1', 'Class switching', 'Inflammation']"
Tfh,Epithelial,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Class switching', ' Inflammation', 'Type 3']"
Tfh,Epithelial,Positive,IL22,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Barrier integrity', ' Tolerance', ' Type 3', 'Antibacterial', 'nan']"
Tfh,Fibroblast,Positive,IL17A,"[' Antifungal', ' Class switching', ' Inflammation', 'Anti-EC bacteria', 'Type 3']"
Tfh,Fibroblast,Positive,IL6,"['Antibody production', 'nan']"
Tfh,Hepatocyte,Positive,IL22,"['Inflammation', 'nan']"
Tfh,Hepatocyte,Positive,IL6,"['Antibody production', 'Fever']"
Tfh,Keratinocyte,Positive,IFNg,"[' Antibody production', ' Type 1', 'Class switching', 'nan']"
Tfh,Keratinocyte,Positive,IL17A,"[' Antifungal', ' Class switching', 'Anti-EC bacteria', 'Type 3']"
Tfh,Macrophage,Negative,TGFb,"['Antibody production', 'nan']"
Tfh,Macrophage,Positive,IFNg,"[' Anti-IC bacteria', ' Antibody production', ' Antigen presentation', ' Antiparasitic', ' Antiviral', ' Inflammation', ' Licensing', ' Type 1', 'Antibacterial', 'Class switching', 'nan']"
Tfh,Macrophage,Positive,IL4,"[' Antibody production', ' Antiparasitic', ' Tissue remodeling', ' Type 2', 'Class switching', 'Type 2']"
Tfh,Macrophage,Positive,IL6,"['Antibacterial', 'Antibody production']"
Tfh,Mast,Positive,IL4,"[' Antibody production', ' Antiparasitic', ' Type 2', 'Antiparasitic', 'Class switching']"
Tfh,Monocyte,Positive,IL6,"['Antibody production', 'Inflammation']"
Tfh,NK,Positive,IFNg,"[' Antibody production', ' Type 1', 'Class switching', 'nan']"
Tfh,NK,Positive,IL21,"[' Class switching', 'Antibody production', 'nan']"
Tfh,Neutrophil,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Class switching', 'Antibacterial', 'Type 3']"
Tfh,Neutrophil,Positive,TGFb,"['Antibody production', 'nan']"
Tfh,Somatic,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Class switching', ' Inflammation', 'Type 3']"
Tfh,T_CD4,Negative,TGFb,"['Antibody production', 'Immunosuppression']"
Tfh,T_CD8_memory,Positive,TGFb,"['Antibody production', 'nan']"
Tfh,T_reg,Negative,IL6,"['Antibody production', 'nan']"
Tfh,T_reg,Positive,IFNg,"[' Antibody production', ' Type 1', 'Class switching', 'Immunosuppression']"
Tfh,T_reg,Positive,TGFb,"['Antibody production', 'Immunosuppression']"
Tfh,Tfh,Positive,IL21,"[' Class switching', 'Antibody production']"
Tfh,Th1,Negative,TGFb,"['Antibody production', 'Immunosuppression']"
Tfh,Th17,Positive,IL6,"['Antibody production', 'nan']"
Tfh,Th2,Negative,IFNg,"[' Antibody production', ' Type 1', 'Class switching', 'nan']"
Tfh,Th2,Negative,TGFb,"['Antibody production', 'Immunosuppression']"
Tfh,Th2,Positive,IL4,"[' Antibody production', ' Antiparasitic', ' Type 2', 'Class switching', 'nan']"
Tfh,pDC,Positive,IL6,"[' Antigen presentation', ' Antiviral', 'Antibacterial', 'Antibody production']"
Th1,B,Negative,LTa,"[' Anti-IC bacteria', ' Inflammation', ' Vascular permeability increase', 'Type 1', 'nan']"
Th1,B,Positive,IL10,"['Chronic antigen stimulation', 'Class switching']"
Th1,B,Positive,IL2,"[' Anti-IC bacteria', 'Type 1', 'nan']"
Th1,Basophil,Positive,CCL2,"[' Anti-IC bacteria', ' Chemotaxis', 'Type 1', 'Type 2', 'nan']"
Th1,Basophil,Positive,GMCSF,"[' Anti-IC bacteria', ' Inflammation', 'Inflammation', 'Type 1']"
Th1,Basophil,Positive,IL3,"[' Anti-IC bacteria', ' Inflammation', 'Inflammation', 'Type 1']"
Th1,DC,Negative,IL10,"[' Immunosuppression', 'Chronic antigen stimulation']"
Th1,DC,Positive,CCL2,"[' Anti-IC bacteria', ' Chemotaxis', 'Type 1', 'Type 2']"
Th1,DC,Positive,CXCL2,['nan']
Th1,DC,Positive,IFNg,"[' Anti-IC bacteria', ' Antimicrobial', ' Inflammation', ' Type 1', 'Antibacterial', 'Antigen presentation']"
Th1,DC,Positive,TNFa,"[' Anti-IC bacteria', ' Inflammation', ' Vascular permeability increase', 'Antigen presentation', 'Type 1']"
Th1,Endothelial,Positive,IFNg,"[' Anti-IC bacteria', ' Antimicrobial', ' Inflammation', ' Type 1', 'Antibacterial', 'Inflammation']"
Th1,Endothelial,Positive,LTa,"[' Anti-IC bacteria', ' Chemotaxis', ' Inflammation', ' Inflammation;Vascular permeability increase', ' Vascular permeability increase', 'Type 1']"
Th1,Endothelial,Positive,TNFa,"[' Anti-IC bacteria', ' Chemotaxis', ' Inflammation', ' Inflammation;Vascular permeability increase', ' Type 1', ' Vascular permeability increase', 'Inflammation', 'Type 1']"
Th1,Eosinophil,Positive,CCL2,"[' Anti-IC bacteria', ' Chemotaxis', 'Antibacterial', 'Type 1']"
Th1,Eosinophil,Positive,GMCSF,"[' Anti-IC bacteria', ' Inflammation', 'Allergic Inflammation', 'Type 1']"
Th1,Eosinophil,Positive,IL3,"[' Anti-IC bacteria', ' Inflammation', 'Allergic Inflammation', 'Type 1']"
Th1,Epithelial,Positive,IFNg,"[' Anti-IC bacteria', ' Antimicrobial', ' Inflammation', ' Type 1', 'Antibacterial', 'Inflammation']"
Th1,Fibroblast,Negative,LTa,"[' Anti-IC bacteria', ' Inflammation', ' Vascular permeability increase', 'Type 1', 'nan']"
Th1,Fibroblast,Positive,CXCL2,"[' Fibroplasia', 'Inflammation', 'nan']"
Th1,Fibroblast,Positive,TNFa,"[' Anti-IC bacteria', ' Inflammation', ' Vascular permeability increase', 'Type 1', 'nan']"
Th1,Hematopoietic,Positive,IL3,"[' Anti-IC bacteria', ' Inflammation', 'Type 1', 'nan']"
Th1,Hepatocyte,Positive,TNFa,"[' Acute phase response', ' Anti-IC bacteria', ' Inflammation', ' Vascular permeability increase', 'Fever', 'Type 1']"
Th1,Keratinocyte,Positive,IFNg,"[' Anti-IC bacteria', ' Antimicrobial', ' Inflammation', ' Type 1', 'Antibacterial', 'nan']"
Th1,Keratinocyte,Positive,IL20,"['Type 2', 'nan']"
Th1,Macrophage,Negative,IL10,"[' Anti-inflammatory', ' Immunosuppression', 'Chronic antigen stimulation']"
Th1,Macrophage,Positive,CCL2,"[' Anti-IC bacteria', ' Chemotaxis', 'Antibacterial', 'Type 1', 'nan']"
Th1,Macrophage,Positive,IFNg,"[' Anti-IC bacteria', ' Antigen presentation', ' Antimicrobial', ' Antiparasitic', ' Antiviral', ' Inflammation', ' Licensing', ' Type 1', 'Antibacterial', 'nan']"
Th1,Macrophage,Positive,LTa,"[' Anti-IC bacteria', ' Antiviral', ' Inflammation', ' Vascular permeability increase', 'Type 1']"
Th1,Macrophage,Positive,TNFa,"[' Anti-IC bacteria', ' Antiviral', ' Inflammation', ' Vascular permeability increase', 'Type 1']"
Th1,Mast,Positive,GMCSF,"[' Anti-IC bacteria', ' Inflammation', 'Inflammation', 'Type 1']"
Th1,Mast,Positive,IL10,"['Chronic antigen stimulation', 'nan']"
Th1,Mast,Positive,IL3,"[' Anti-IC bacteria', ' Inflammation', ' Type 2', 'Antiparasitic', 'Type 1']"
Th1,Monocyte,Positive,CCL2,"[' Anti-IC bacteria', ' Antibacterial', ' Chemotaxis', ' Inflammation', ' Type 1', 'Inflammation', 'Type 1', 'Type 2']"
Th1,Monocyte,Positive,GMCSF,"[' Anti-IC bacteria', ' Inflammation', 'Inflammation', 'Type 1']"
Th1,Monocyte,Positive,LTa,"[' Anti-IC bacteria', ' Inflammation', ' Vascular permeability increase', 'Type 1']"
Th1,Monocyte,Positive,TNFa,"[' Anti-IC bacteria', ' Inflammation', ' Vascular permeability increase', 'Type 1']"
Th1,NK,Positive,CCL2,"[' Anti-IC bacteria', ' Chemotaxis', 'Type 1', 'Type 2']"
Th1,NK,Positive,CXCL2,['nan']
Th1,NK,Positive,IFNg,"[' Anti-IC bacteria', ' Antimicrobial', ' Inflammation', ' Type 1', 'Antibacterial', 'nan']"
Th1,NK,Positive,IL2,"[' Anti-IC bacteria', 'Type 1', 'nan']"
Th1,Neutrophil,Positive,CCL2,"[' Anti-IC bacteria', ' Chemotaxis', 'Antibacterial', 'Type 1']"
Th1,Neutrophil,Positive,CXCL2,"[' Antifungal', 'Anti-EC bacteria', 'Inflammation', 'nan']"
Th1,Neutrophil,Positive,LTa,"[' Anti-IC bacteria', ' Inflammation', ' Vascular permeability increase', 'Type 1', 'nan']"
Th1,T_CD4,Negative,IL10,"['Chronic antigen stimulation', 'Immunosuppression']"
Th1,T_CD4,Positive,IL2,"[' Anti-IC bacteria', 'Type 1', 'nan']"
Th1,T_CD8,Positive,IL2,"[' Anti-IC bacteria', 'CD4:CD8 Crosstalk', 'Type 1']"
Th1,T_reg,Positive,IFNg,"[' Anti-IC bacteria', ' Antimicrobial', ' Inflammation', ' Type 1', 'Antibacterial', 'Immunosuppression']"
Th1,T_reg,Positive,IL10,"['Chronic antigen stimulation', 'Tolerance']"
Th1,T_reg,Positive,IL2,"[' Anti-IC bacteria', 'Immunosuppression', 'Type 1', 'nan']"
Th1,Th2,Negative,IFNg,"[' Anti-IC bacteria', ' Antimicrobial', ' Inflammation', ' Type 1', 'Antibacterial', 'nan']"
Th1,Th2,Positive,CCL2,"[' Anti-IC bacteria', ' Chemotaxis', 'Type 1', 'nan']"
Th17,B,Positive,CCL20,"[' Antifungal', ' Type 3', 'Anti-EC bacteria']"
Th17,B,Positive,IL10,"['Chronic antigen stimulation', 'Class switching']"
Th17,B,Positive,IL21,"[' Antibody production', 'Antibody production', 'Class switching', 'nan']"
Th17,Basophil,Positive,GMCSF,"['Inflammation', 'nan']"
Th17,Basophil,Positive,IL3,"['Inflammation', 'nan']"
Th17,DC,Negative,IL10,"[' Immunosuppression', 'Chronic antigen stimulation']"
Th17,DC,Positive,CCL20,"[' Antifungal', ' Type 3', 'Anti-EC bacteria', 'Antibacterial']"
Th17,DC,Positive,IFNg,"['Antigen presentation', 'nan']"
Th17,DC,Positive,TNFa,"['Antigen presentation', 'nan']"
Th17,Endothelial,Positive,IFNg,"['Inflammation', 'nan']"
Th17,Endothelial,Positive,IL17A,"[' Antibody production', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Inflammation', ' Type 3', 'Anti-EC bacteria', 'Inflammation']"
Th17,Endothelial,Positive,IL17F,['Inflammation']
Th17,Endothelial,Positive,TNFa,"[' Anti-IC bacteria', ' Chemotaxis', ' Inflammation;Vascular permeability increase', ' Type 1', 'Inflammation', 'nan']"
Th17,Eosinophil,Positive,GMCSF,"[' Inflammation', 'Allergic Inflammation', 'nan']"
Th17,Eosinophil,Positive,IL3,"[' Inflammation', 'Allergic Inflammation', 'nan']"
Th17,Epithelial,Positive,IFNg,"['Inflammation', 'nan']"
Th17,Epithelial,Positive,IL17A,"[' Anti-EC bacteria', ' Antibody production', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Inflammation', ' Type 3', 'Anti-EC bacteria', 'Type 3']"
Th17,Epithelial,Positive,IL17F,['Inflammation']
Th17,Epithelial,Positive,IL22,"[' Acute phase response', ' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Barrier integrity', ' Inflammation', ' Tolerance', ' Type 3', 'Antibacterial']"
Th17,Epithelial,Positive,IL26,['Inflammation']
Th17,Fibroblast,Positive,IL17A,"[' Antibody production', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Inflammation', ' Type 3', 'Anti-EC bacteria']"
Th17,Fibroblast,Positive,IL17F,['Inflammation']
Th17,Fibroblast,Positive,TNFa,['nan']
Th17,Hematopoietic,Positive,IL3,['nan']
Th17,Hepatocyte,Positive,IL22,"[' Acute phase response', ' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Barrier integrity', ' Inflammation', ' Tolerance', ' Type 3', 'Antibacterial', 'Inflammation']"
Th17,Hepatocyte,Positive,TNFa,"[' Acute phase response', 'Fever', 'nan']"
Th17,Keratinocyte,Positive,IFNg,['nan']
Th17,Keratinocyte,Positive,IL17A,"[' Antibody production', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Inflammation', ' Type 3', 'Anti-EC bacteria']"
Th17,Macrophage,Negative,IL10,"[' Anti-inflammatory', ' Immunosuppression', 'Chronic antigen stimulation']"
Th17,Macrophage,Positive,CCL20,"[' Antifungal', ' Type 3', 'Anti-EC bacteria', 'nan']"
Th17,Macrophage,Positive,IFNg,"[' Anti-IC bacteria', ' Antigen presentation', ' Antiparasitic', ' Antiviral', ' Inflammation', ' Licensing', ' Type 1', 'Antibacterial', 'nan']"
Th17,Macrophage,Positive,TNFa,"[' Anti-IC bacteria', ' Antiviral', ' Inflammation', 'Type 1', 'nan']"
Th17,Mast,Positive,GMCSF,"['Inflammation', 'nan']"
Th17,Mast,Positive,IL10,"['Chronic antigen stimulation', 'nan']"
Th17,Mast,Positive,IL3,"[' Inflammation', ' Type 2', 'Antiparasitic', 'nan']"
Th17,Monocyte,Positive,CCL20,"[' Antifungal', ' Type 3', 'Anti-EC bacteria', 'nan']"
Th17,Monocyte,Positive,GMCSF,"['Inflammation', 'nan']"
Th17,Monocyte,Positive,TNFa,"[' Anti-IC bacteria', ' Inflammation', 'Type 1', 'nan']"
Th17,NK,Positive,IFNg,['nan']
Th17,NK,Positive,IL21,['nan']
Th17,Neutrophil,Positive,IL17A,"[' Anti-EC bacteria', ' Antibody production', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Inflammation', ' Type 3', 'Anti-EC bacteria', 'Antibacterial']"
Th17,Somatic,Positive,IL17A,"[' Anti-EC bacteria', ' Antibody production', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Inflammation', ' Type 3', 'Anti-EC bacteria', 'Type 3']"
Th17,T_CD4,Negative,IL10,"['Chronic antigen stimulation', 'Immunosuppression']"
Th17,T_NKT,Positive,CCL20,"[' Antifungal', ' Type 3', 'Anti-EC bacteria', 'nan']"
Th17,T_reg,Positive,IFNg,"['Immunosuppression', 'nan']"
Th17,T_reg,Positive,IL10,"['Chronic antigen stimulation', 'Tolerance']"
Th17,Tfh,Positive,IL21,"['Antibody production', 'nan']"
Th17,Th17,Positive,CCL20,"[' Antifungal', ' Type 3', 'Anti-EC bacteria']"
Th17,Th2,Negative,IFNg,['nan']
Th2,B,Positive,IL10,"['Chronic antigen stimulation', 'Class switching']"
Th2,B,Positive,IL21,"[' Antibody production', 'Antibody production', 'Class switching']"
Th2,B,Positive,IL4,"[' Allergic Inflammation', ' Antibody production', ' Type 2', 'Antiparasitic', 'nan']"
Th2,B,Positive,IL5,"[' Antibody production', ' Type 2', 'Antiparasitic', 'Class switching']"
Th2,Basophil,Positive,CCL11,"['Inflammation', 'Type 2', 'nan']"
Th2,Basophil,Positive,GMCSF,"['Inflammation', 'nan']"
Th2,Basophil,Positive,IL13,"[' Allergic Inflammation', ' Antibody production', ' Antiparasitic', ' Barrier immunity', ' Barrier integrity', ' Type 2', 'Antiparasitic', 'Type 2']"
Th2,Basophil,Positive,IL3,"[' Type 2', 'Antiparasitic', 'Inflammation']"
Th2,Basophil,Positive,IL4,"[' Allergic Inflammation', ' Antibody production', ' Type 2', 'Antiparasitic']"
Th2,Basophil,Positive,IL5,"[' Antibody production', ' Antiparasitic', ' Inflammation', ' Type 2', 'Antiparasitic', 'Type 2']"
Th2,DC,Negative,IL10,"[' Immunosuppression', 'Chronic antigen stimulation']"
Th2,DC,Positive,CCL17,['nan']
Th2,DC,Positive,IL13,"[' Allergic Inflammation', ' Antibody production', ' Barrier immunity', ' Barrier integrity', ' Type 2', 'Antiparasitic']"
Th2,DC,Positive,TNFa,"['Antigen presentation', 'nan']"
Th2,Endothelial,Positive,TNFa,"[' Anti-IC bacteria', ' Chemotaxis', ' Inflammation;Vascular permeability increase', ' Type 1', 'Inflammation', 'nan']"
Th2,Eosinophil,Positive,CCL11,"['Type 2', 'nan']"
Th2,Eosinophil,Positive,GMCSF,"[' Inflammation', 'Allergic Inflammation', 'nan']"
Th2,Eosinophil,Positive,IL13,"[' Allergic Inflammation', ' Antibody production', ' Antiparasitic', ' Barrier immunity', ' Barrier integrity', ' Type 2', 'Antiparasitic', 'Type 2']"
Th2,Eosinophil,Positive,IL3,"[' Inflammation', ' Type 2', 'Allergic Inflammation', 'Antiparasitic']"
Th2,Eosinophil,Positive,IL5,"[' Antibody production', ' Antiparasitic', ' Inflammation', ' Type 2', 'Allergic Inflammation', 'Antiparasitic']"
Th2,Eosinophil,Positive,TGFb,['nan']
Th2,Epithelial,Positive,IL13,"[' Allergic Inflammation', ' Antibody production', ' Antiparasitic', ' Barrier immunity', ' Barrier integrity', ' Type 2', 'Antiparasitic', 'Barrier immunity']"
Th2,Fibroblast,Positive,TNFa,['nan']
Th2,Hematopoietic,Positive,IL3,"[' Type 2', 'Antiparasitic', 'nan']"
Th2,Hepatocyte,Positive,TNFa,"[' Acute phase response', 'Fever', 'nan']"
Th2,ILC2,Positive,IL25,"[' Antiparasitic', 'Type 2']"
Th2,ILC2,Positive,IL9,"[' Antiparasitic', ' Type 2', 'Antibody production', 'Type 2']"
Th2,Macrophage,Negative,IL10,"[' Anti-inflammatory', ' Immunosuppression', 'Chronic antigen stimulation']"
Th2,Macrophage,Negative,IL13,"[' Allergic Inflammation', ' Antibody production', ' Barrier immunity', ' Barrier integrity', ' Type 2', 'Antiparasitic', 'Inflammation']"
Th2,Macrophage,Negative,TGFb,['nan']
Th2,Macrophage,Positive,CCL11,"['Type 2', 'nan']"
Th2,Macrophage,Positive,IL13,"[' Allergic Inflammation', ' Antibody production', ' Antiparasitic', ' Barrier immunity', ' Barrier integrity', ' Tissue remodeling', ' Type 2', 'Antiparasitic', 'Type 2']"
Th2,Macrophage,Positive,IL4,"[' Allergic Inflammation', ' Antibody production', ' Antiparasitic', ' Tissue remodeling', ' Type 2', 'Antiparasitic', 'Type 2']"
Th2,Macrophage,Positive,TNFa,"[' Anti-IC bacteria', ' Antiviral', ' Inflammation', 'Type 1', 'nan']"
Th2,Mast,Positive,CCL11,['nan']
Th2,Mast,Positive,GMCSF,"['Inflammation', 'nan']"
Th2,Mast,Positive,IL10,"['Chronic antigen stimulation', 'nan']"
Th2,Mast,Positive,IL25,"['Antiparasitic', 'Type 2']"
Th2,Mast,Positive,IL3,"[' Inflammation', ' Type 2', 'Antiparasitic']"
Th2,Mast,Positive,IL4,"[' Allergic Inflammation', ' Antibody production', ' Type 2', 'Antiparasitic']"
Th2,Mast,Positive,IL5,"[' Antibody production', ' Type 2', 'Antiparasitic', 'Inflammation']"
Th2,Mast,Positive,IL9,"[' Antiparasitic', ' Type 2', 'Antibody production', 'Antiparasitic']"
Th2,Monocyte,Positive,GMCSF,"['Inflammation', 'nan']"
Th2,Monocyte,Positive,TNFa,"[' Anti-IC bacteria', ' Inflammation', 'Type 1', 'nan']"
Th2,NK,Positive,IL21,"['Antibody production', 'nan']"
Th2,Neutrophil,Positive,TGFb,['nan']
Th2,Smooth muscle,Positive,IL13,"[' Allergic Inflammation', ' Antibody production', ' Antiparasitic', ' Barrier immunity', ' Barrier integrity', ' Type 2', 'Antiparasitic', 'Type 2']"
Th2,T_CD4,Negative,IL10,"['Chronic antigen stimulation', 'Immunosuppression']"
Th2,T_CD4,Negative,TGFb,"['Immunosuppression', 'nan']"
Th2,T_CD8_memory,Positive,TGFb,['nan']
Th2,T_reg,Positive,CCL17,['nan']
Th2,T_reg,Positive,IL10,"['Chronic antigen stimulation', 'Tolerance']"
Th2,T_reg,Positive,TGFb,"['Immunosuppression', 'nan']"
Th2,Tfh,Positive,IL21,['Antibody production']
Th2,Th1,Negative,TGFb,"['Immunosuppression', 'nan']"
Th2,Th2,Negative,TGFb,"['Immunosuppression', 'nan']"
Th2,Th2,Positive,CCL11,"['Type 2', 'nan']"
Th2,Th2,Positive,CCL17,['nan']
Th2,Th2,Positive,IL13,"[' Allergic Inflammation', ' Antibody production', ' Barrier immunity', ' Barrier integrity', ' Type 2', 'Antiparasitic', 'nan']"
Th2,Th2,Positive,IL25,"['Type 2', 'nan']"
Th2,Th2,Positive,IL31,['Inflammation']
Th2,Th2,Positive,IL4,"[' Allergic Inflammation', ' Antibody production', ' Type 2', 'Antiparasitic', 'nan']"
Th2,Th2,Positive,IL9,"[' Antiparasitic', ' Type 2', 'Antibody production', 'Type 2']"
Th22,Epithelial,Positive,IL22,"[' Acute phase response', ' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Barrier integrity', ' Inflammation', ' Tolerance', ' Type 3', 'Antibacterial', 'Antimicrobial']"
Th22,Hepatocyte,Positive,IL22,"[' Acute phase response', ' Barrier integrity', ' Inflammation', 'Antimicrobial', 'Inflammation']"
Tumor,B,Positive,IL10,"['Class switching', 'Immunosuppression']"
Tumor,DC,Negative,IL10,"[' Immunosuppression', 'Chronic antigen stimulation', 'Immunosuppression']"
Tumor,Eosinophil,Positive,TGFb,"['Immunosuppression', 'nan']"
Tumor,Macrophage,Negative,IL10,"[' Anti-inflammatory', ' Immunosuppression', 'Chronic antigen stimulation', 'Immunosuppression']"
Tumor,Macrophage,Negative,TGFb,"['Immunosuppression', 'nan']"
Tumor,Mast,Positive,IL10,"['Immunosuppression', 'nan']"
Tumor,Neutrophil,Positive,TGFb,"['Immunosuppression', 'nan']"
Tumor,T_CD4,Negative,IL10,['Immunosuppression']
Tumor,T_CD4,Negative,TGFb,['Immunosuppression']
Tumor,T_CD8_memory,Positive,TGFb,"['Immunosuppression', 'nan']"
Tumor,T_Cytotoxic,Negative,IDO,['Immunosuppression']
Tumor,T_reg,Positive,IL10,"['Immunosuppression', 'Tolerance']"
Tumor,T_reg,Positive,TGFb,['Immunosuppression']
Tumor,Th1,Negative,TGFb,['Immunosuppression']
Tumor,Th2,Negative,TGFb,['Immunosuppression']
pDC,B,Positive,IL6,"[' Antibody production', ' Antiviral', 'Antibacterial', 'Antibody production', 'Class switching']"
pDC,DC,Positive,IFNa,"[' Antibacterial', ' Antigen presentation', 'Antiviral', 'nan']"
pDC,Fibroblast,Positive,IL6,"[' Antiviral', 'Antibacterial', 'nan']"
pDC,Hepatocyte,Positive,IL6,"[' Antiviral', 'Antibacterial', 'Fever']"
pDC,ILC1,Positive,IL12,"[' Anti-IC bacteria', ' Antibacterial', ' Antiviral', ' Type 1', 'Antibacterial', 'Antiviral']"
pDC,ILC1,Positive,IL18,"[' Anti-IC bacteria', ' Antiviral', ' Type 1', 'Antibacterial', 'Antiviral']"
pDC,ILC3,Positive,IL12,"[' Antiviral', 'Antibacterial', 'Inflammation']"
pDC,Macrophage,Positive,IL6,"[' Antiviral', 'Antibacterial']"
pDC,Monocyte,Positive,IFNa,"[' Antibacterial', ' Antigen presentation', 'Antiviral', 'nan']"
pDC,Monocyte,Positive,IL6,"[' Antiviral', 'Antibacterial', 'Inflammation']"
pDC,NK,Positive,IFNa,"[' Antibacterial', ' Antigen presentation', ' Cytotoxicity', 'Antiviral']"
pDC,NK,Positive,IFNb,"[' Antibacterial', ' Cytotoxicity', 'Antiviral']"
pDC,NK,Positive,IL12,"[' Anti-IC bacteria', ' Antibacterial', ' Antiviral', ' Type 1', 'Antibacterial', 'Cytotoxicity']"
pDC,NK,Positive,IL18,"[' Antiviral', 'Antibacterial', 'Type 1']"
pDC,Neutrophil,Positive,IL18,"[' Antiviral', 'Antibacterial']"
pDC,T_CD8,Positive,IL12,"[' Antibacterial', ' Antiviral', 'Antibacterial', 'Licensing']"
pDC,T_CD8,Positive,IL18,"[' Antibacterial', ' Antiviral', 'Antibacterial', 'Licensing']"
pDC,T_reg,Negative,IL6,"[' Antiviral', 'Antibacterial', 'nan']"
pDC,Th1,Positive,IL12,"[' Anti-IC bacteria', ' Antibacterial', ' Antimicrobial', ' Antiviral', ' Inflammation', 'Antibacterial', 'Type 1']"
pDC,Th1,Positive,IL18,"[' Antiviral', 'Antibacterial', 'nan']"
pDC,Th17,Positive,IL6,"[' Antiviral', 'Antibacterial', 'nan']"
pDC,pDC,Positive,IFNa,"[' Antibacterial', ' Antigen presentation', ' Antiviral', 'Antibacterial', 'Antiviral']"
pDC,pDC,Positive,IFNb,"[' Antibacterial', ' Antigen presentation', ' Antiviral', 'Antibacterial', 'Antiviral']"
pDC,pDC,Positive,IL12,"[' Antigen presentation', ' Antiviral', 'Antibacterial']"
pDC,pDC,Positive,IL18,"[' Antigen presentation', ' Antiviral', 'Antibacterial']"
pDC,pDC,Positive,IL6,"[' Antigen presentation', ' Antiviral', 'Antibacterial']"
